index,text,label
362,"Wales get Williams fitness boost Wales are hopeful that openside flanker Martyn Williams could be fit for Saturday's RBS 6 Nations championship opener against England in Cardiff. Williams was expected to miss the match with a disc problem in his neck, but has been making a speedy recovery. ""He will have tests in the next 48 hours and we are pretty optimistic he is getting there,"" Wales' team physiotherapist Mark Davies said. ""It has been frustrating but he is on the mend, he has made good progress."" Last week Williams, along with fellow flanker Colin Charvis - who is unlikely to play for at least a month while he recovers from a foot injury - was all but ruled out of the Millennium Stadium clash. With Williams initially thought to be struggling, the signs pointed towards Wales coach Mike Ruddock handing a first cap to former Wales Under-21 skipper Richie Pugh. Cardiff Blues flanker Williams, 29, offers considerable experience and if he is declared fit then Ruddock might be tempted to include him in the back row. Charvis will be reviewed by the Wales medical staff next Monday, but Davies admitted that there was only an ""outside chance"" of him being fit to face France in Wales' third championship game on 26 February. Wales' other injury concern is Pugh's fellow Neath-Swansea Ospreys player Sonny Parker, as the centre has a trapped nerve in his neck. ""Sonny's injury is still an issue,"" Davies said. ""It is still painful and irritable. We will run the rule of thumb over him in the next couple of days."" Ruddock will name his starting line-up for the England game at 1830 GMT on Tuesday evening, as Wales target their first victory in Cardiff over the world champions since 1993.
",sport
363,"Tories 'would cut number of MPs' The Conservative Party would cut the number of MPs by about one-fifth if they were elected, Tory leader Michael Howard has said. The plan forms part of the party's ""smaller government bill"", to be unveiled later this week. Mr Howard told the Sunday Times the party would also reduce the number of government special advisers. And he said a referendum would be held in Wales to decide whether or not to scrap the Welsh Assembly. The changes would all take place within five years of the Conservatives winning a general election, Mr Howard told the paper. The precise number of MPs to go would depend on the result of the Welsh referendum, but it would probably mean a reduction of around 120 from the current total of 659. If Wales decided to keep its assembly it would stand to lose more MPs. Mr Howard said as both parties planned to cut the number of civil servants at Whitehall - Labour by more than 80,000 and the Tories by almost 100,000 - they should accept a similar drop in their own numbers. ""It is all very well saying government departments should be reduced, but what about ministers, Parliament and special advisers?"" he said. Shadow leader of the Commons Oliver Heald said: ""This will be part of our aim to reduce unnecessary and costly interference in people's lives by reducing the size and role of the State"". Mr Howard said the plan would also even out the ""great unfairness"" of there being proportionately more Scottish and Welsh MPs at Westminster than those from England. The average size of an English constituency was 70,000 people, Mr Howard said. In Northern Ireland it was just over 66,000, in Wales just over 59,000 and in Scotland 53,000. The number of Welsh MPs would be set at an amount that was ""consistent and fair in terms of representation with the rest of the United Kingdom"" if the assembly was scrapped. Mr Howard said the changes should be carried out quickly and could even be implemented by the election after next. ""You have got to have a big bang. We don't want this like the House of Lords reform, getting to one stage and then not having the next stage.""
",politics
364,"Fockers fuel festive film chart Comedy Meet The Fockers topped the festive box office in North America, setting a new record for Christmas Day. The sequel took $44.7m (£23.2m) between 24 and 26 December, according to studio estimates. It took $19.1m (£9.9m) on Christmas Day alone, the highest takings on that day in box office history. Meet The Fockers is the sequel to Ben Stiller comedy Meet The Parents, also starring Robert De Niro, Blythe Danner, Dustin Hoffman and Barbra Streisand. Despite the success of Meet The Fockers, takings were down 26.5% on 2003's figures - which was blamed on Christmas falling over a weekend this year. ""When Christmas falls on a weekend, it's bad for business,"" said Paul Dergarabedian, president of Exhibitor Relations, which compiles box office statistics. The weekend's top 12 films took an estimated $121.9m (£63.3m), compared with $165.8m (£86.1m) last year, when the third Lord of the Rings film dominated the box office. Meet The Fockers knocked last week's top film, Lemony Snicket's A Series of Unfortunate Events, down to third place, with $12.5m (£6.5m). Comedy Fat Albert - co-written by Bill Cosby - entered the chart in second place after opening on Christmas Day, taking $12.7m (£6.6m). The Aviator, starring Leonardo DiCaprio as Howard Hughes, took $9.4m after expanding from 40 to 1,796 cinemas on Christmas Day.
",entertainment
365,"Souped-up wi-fi is on the horizon Super high-speed wireless data networks could soon be in use in the UK. The government's wireless watchdog is seeking help on the best way to regulate the technology behind such networks called Ultra Wideband (UWB). Ofcom wants to ensure that the arrival of UWB-using devices does not cause problems for those that already use the same part of the radio spectrum. UWB makes it possible to stream huge amounts of data through the air over short distances. One of the more likely uses of UWB is to make it possible to send DVD quality video images wirelessly to TV screens or to let people beam music to media players around their home. The technology has the potential to transmit hundreds of megabits of data per second. UWB could also be used to create so-called Personal Area Networks that let a person's gadgets quickly and easily swap data amongst themselves. The technology works over a range up to 10 metres and uses billions of short radio pulses every second to carry data. At the recent Consumer Electronics Show in Las Vegas products with UWB chips built-in got their first public airing. Currently, use of UWB is only allowed in the UK under a strict licencing scheme. ""We're seeking opinion from industry to find out whether or not we should allow UWB on a licence-exempt basis,"" said a spokesman for Ofcom. Companies have until 24 March to respond. In April the EC is due to start its own consultation on Europe-wide adoption of UWB. The cross-Europe body for radio regulators, known as the European Conference of Postal and Telecommunications Administrations (CEPT), is carrying out research for this harmonisation programme. Early sight of the CEPT work has caused controversy as some think it over-emphasises UWB's potential to interfere with existing users. By contrast a preliminary Ofcom report found that it would be quite straight-forward to deploy UWB without causing problems for those that already use it. The Ofcom spokesman said it was considering imposing a ""mask"" or set of technical restrictions on UWB-using devices. ""We would want these devices to have very strict controls on power levels so they can not transmit a long way or over a wide area,"" he said. Despite the current restrictions the technology is already being used. Cambridge-based Ubisense has about 40 customers around the world using the short-range radio technology, said David Theriault, standards and regulatory liaison for Ubisense. He said that UWB was driving novel ways to interact with computers. ""It's like having a 3D mouse all the time,"" he said. He said that European decisions on what to do with UWB allied with IEEE decisions on the exact specifications for it would help drive adoption. Prior to its adoption as a way for gadgets and computers to communicate, UWB was used as a sensing technology. It is used to spot such things as cracks under the surface of runways or to help firemen detect people through walls.
",tech
366,"Mirza shocks Kuznetsova Sania Mirza continued her remarkable rise with victory over US Open champion Svetlana Kuznetsova at the Dubai Championships on Tuesday. The 18-year-old Indian, who is already a huge star in her home country, won 6-4 6-2 in front of a delirious crowd. It was Mirza's sixth straight victory following her first WTA tournament win in Hyderabad last month. Earlier, Daniela Hantuchova built on her improving form with a 7-6 6-2 win over sixth seed Alicia Molik. Mirza needed attention to an ankle injury after the second game against Kuznetsova. She quickly slipped 4-0 down but staged a dramatic comeback that thrilled the large Indian contingent in the crowd. ""I really didn't expect that after my ankle turn,"" said Mirza. ""I played a great match and I think (the crowd) did it again. I knew that I had to play an all-round game and that's what happened. ""I did everything well but I wasn't missing the ball - I don't know how that happened."" Mirza plays Silvia Farina Elia or Jelena Jankovic next. Hantuchova has risen from 31 in the world at the turn of the year to number 22, having reached the quarter-finals and semi-finals at her last two events. ""It was such a tough first-round match and I am glad to come through,"" said Hantuchova. ""She was serving so well. I just decided to hang in there and keep fighting."" The Slovakian will meet Elena Likhovtseva in the second round after the Russian struggled past Tunisian wild card Selima Sfar 2-6 6-2 7-6. Likhovtseva needed nine match points before seeing off Sfar, who got a point penalty for swearing in the third set. Seventh seed Nathalie Dechy and Elena Bovina were among other first-round winners on Tuesday.
",sport
367,"Roche 'turns down Federer offer' Australian tennis coach Tony Roche has turned down an approach from Roger Federer to be the world number one's new full-time coach, say reports. Melbourne's Herald-Sun said Roche, troubled by a hip complaint, did not want to travel full-time again. However, Roche is happy to work with the Swiss star on a casual basis and is helping him prepare for next month's defence of his Australian Open crown. Federer has been without a coach since splitting with Peter Lundgren in 2003. Roche, a former Davis Cup player for Australia, won the French Open, reached the Wimbledon and US Open finals and won five Wimbledon doubles titles with John Newcombe. He also coached former number one Ivan Lendl and Pat Rafter to Grand Slam victories and has worked with Australia's Lleyton Hewitt. Some reports claim Federer initially wanted Andre Agassi's Australian coach Darren Cahill, before Agassi confirmed he would play on in 2005. Federer was named Swiss sportsman of the year on Saturday, to add to the BBC overseas sportsman and European Sports Journalists Association awards he has already won.
",sport
368,"Corbett attacks 'dumbed-down TV' Ronnie Corbett has joined fellow comedy stars Victoria Wood and David Jason in attacking the declining standards of British television programmes. Speaking to the Radio Times, the Two Ronnies star said there is too much bad language and reality TV. ""You get fed up watching shows with not much care and love,"" he complained. Corbett, soon to reunite with Ronnie Barker for a new Two Ronnies series, also criticised quiz shows like the BBC's They Think It's All Over. ""It's just laughing at each other and thinking, 'Aren't we clever?'"" said the 74-year-old comedian. Corbett is the latest comedy star to bemoan the ""dumbing down"" of modern TV programmes. In an interview published in the Radio Times in January, Victoria Wood slated comedian Sacha Baron Cohen for his character Ali G's ""horrible"" brand of ""victim"" humour. ""With so many good writers and good performers, it's a shame people can't just write a script and have other people learn it,"" she said. And last week Only Fools and Horses star David Jason criticised British TV for being ""too safe and too cheap"". ""We've got to be careful not to dumb down for the audience,"" he said. ""They shouldn't be sitting at home on the sofa vegetating."" Corbett said he and Barker were always mindful of their family audience while making The Two Ronnies. ""Our material was good-natured,"" he said. ""We knew what would upset the average man in the street. ""There's a lot of swearing on TV today. They even have documentaries with the f-word."" Corbett goes on to criticise ""reality programmes where they put people in a house for a fortnight and film them doing everything"". The Two Ronnies ran from 1971 to 1987 and attracted 17 million viewers at its peak. Its bespectacled stars will return later this year in The Two Ronnies Sketchbook, which will combine classic sketches with newly recorded material. Corbett claims he and Barker differ from today's celebrities in that they did not allow their success to go to their heads. ""We were never temperamental, fractious or walked out slamming doors,"" he said. ""We were fussy though,"" he added. ""We wanted everything done properly.""
",entertainment
369,"US consumer confidence up Consumers' confidence in the state of the US economy is at its highest for five months and they are optimistic about 2005, an influential survey says. The feel-good factor among US consumers rose in December for the first time since July according to new data. The Conference Board survey of 5,000 households pointed to renewed optimism about job creation and economic growth. US retailers have reported strong sales over the past 10 days after a slow start to the crucial festive season. According to figures also released on Tuesday, sales in shopping malls in the week to 25 December were 4.3% higher than in 2003 following a last minute rush. Wal-Mart, the largest US retailer, has said its December sales are expected to be better than previously forecast because of strong post-Christmas sales. It is expecting annual sales growth of between 1% and 3% for the month. Consumer confidence figures are considered a key economic indicator because consumer spending accounts for about two thirds of all economic activity in the United States. ""The continuing economic expansion, combined with job growth, has consumers ending this year on a high note,"" said Lynn Franco, director of the Conference Board's consumer research centre. ""And consumers' outlook suggests that the economy will continue to expand in the first half of next year."" The overall US economy has performed strongly in recent months, prompting the Federal Reserve to increase interest rates five times since June.
",business
370,"Oscars race enters final furlong The race for the Oscars entered its final stages as the deadline for voters to choose their winners passed. The 5,808 Academy voters had until Tuesday afternoon to return their ballots - any late submissions will not be included in the count. The next five days will be spent counting the voting forms and preparing the winners' envelopes. Best actor nominee Leonardo DiCaprio is to present a statuette for the first time at the LA ceremony on Sunday. The 30-year-old actor, who is nominated for playing Howard Hughes in The Aviator, will join other hopefuls such as co-star Cate Blanchett, Natalie Portman and Kate Winslet as Oscar presenters. The only people who will know the Oscar winners before they are revealed at the ceremony will be the auditors who are in charge of looking after the ballot count. After collating the results, they are responsible for sealing the results in the famous golden envelopes which will be revealed by a host of celebrity presenters at the ceremony. Former Academy Award winners Gwyneth Paltrow, Dustin Hoffman and Halle Berry will also present prizes. The event at the Kodak Theatre will be attended by 3,300 people, including some of the best-known names in film, and organisers say they expect it will be watched on television by one billion people around the world. One current concern is the torrential rain which has lashed Los Angeles for the past week, flooding suburbs and causing mudslides. It is hoped the forecast for Sunday, for cool weather but no rain, will prove accurate. ""The last time it rained on Oscars night was in the mid-to-late 1980s,"" said Oscars communications director John Pavlik. ""We have had rain up until the day before the show many times, but for some reason the Oscar gods always shine on Sunday and we hope they will do so again this year,"" he added.
",entertainment
371,"Newcastle 27-27 Gloucester Newcastle centre Mathew Tait answered his critics as he scored one try and made another, but he could not stop Gloucester grabbing a draw. The Falcons were 22-6 down at the break before Tait, recently axed by England after just one Six Nations outing, inspired his side to a 27-22 lead. A last-gasp touchdown from Luke Narraway pulled the visitors level. But Gloucester missed out on victory when Henry Paul fluffed the conversion and Seti Kiole was denied a late try. Newcastle had a couple of chances at the start of the second half with line-outs in the corner. But they failed to make them count until Joe Shaw found Dave Walder, who released Mark Mayerholfer in his own 22. The former All Black broke clear and popped the ball up for Tait on halfway. He chipped ahead for Michael Stephenson to scorch through for the try, which Walder converted to give Newcastle a lifeline. They grabbed it with both hands, Mayerhofler breaking through and Tait making a brilliant early run to cut inside and race 30m to score. Walder converted to make it 22-20 before he was just wide with a 40m penalty in the 70th minute. Mayerhofler then scythed through the middle for a try after Hall Charlton popped the ball up, and Walder's conversion took Newcastle 27-22 ahead. With three minutes of normal time left, Narraway was driven over for a try in the corner which levelled the scores at 27-27. Henry missed the conversion but Gloucester nearly won it when Kiole broke through only to be hauled down by Charlton and Tom May. Walder; May, Tait, Mayerhofler, Stephenson; Wilkinson, Grindal; Isaacson, Long, Ward; Gross, Hamilton; McCarthy, Harris, Dowson. Replacements: Peel, Wilson, Thompson, Parling, Sititi, Charlton, Shaw. Goodridge; Garvey, Simpson-Daniel, Fanolua, Kiole; Paul, Gomarsall; Wood, Curnier, Powell; Eustace, Brown; Forrester, Buxton, Balding. Replacements: Elloway, Sigley, Cornwell, Narraway, Page, Davies, Mauger.
",sport
372,"Greer attacks 'bully' Big Brother Germaine Greer has criticised Celebrity Big Brother's ""bullying"" of housemates after quitting the reality TV show. She said ""superior"" bullying tactics, like making housemates cold and hungry, could encourage playground bullying. She also condemned the ""complete irresponsibility"" of adding Brigitte Nielsen's former mother-in-law Jackie Stallone to the house on Monday. Nielsen had panicked that if she reacted badly it could harm her access to her children, Greer said. The feminist writer and broadcaster said Big Brother had behaved ""like a child rather than a parent"" by taunting contestant John McCririck after denying him a cola drink. ""I thought it was actually demonstrating the role of taunting in the playground and there are so many children whose lives have actually been destroyed by taunting in the playground,"" Greer said. She also said that her fellow housemates had publicity-seeking ""agendas"". ""I had no idea who would be in here and it's wrong for me to present myself in the same context as they are."" Media observers had been surprised by Greer's initial decision to join the third celebrity version of the Channel 4 reality TV show, given that she has written critical articles about the format in the past. As she packed her suitcase to leave the house she told fellow housemates: ""I'm leaving over specific issues, but best for everyone if I don't discuss them. ""I have a problem with decisions, I make them fast and when I make them, I stick to them."" Greer had earlier failed to persuade other contestants to stage a naked protest against Big Brother. Other celebrities to walk out of a reality show TV include Sex Pistol John Lydon, former EastEnders actress Danniella Westbrook and ex-E17 singer Brian Harvey who all left I'm A Celebrity... Get Me Out Of Here. Previous Big Brother housemates to leave before their time were Sunita Sharma and Sandy Cumming from the third series of the non-celebrity version of the show. VOTE   Was Germaine Greer right to leave Celebrity Big Brother?   Yes  No   Results are indicative and may not reflect public opinion Happy Mondays dancer Bez is now 2-1 favourite to win the show, followed by Blazin' Squad singer Kenzie at 5-2 and actor Jeremy Edwards at 4-1. Ladbrokes spokesman Warren Lush said that the series was still ""wide open"", adding that the last 24 hours had also seen a rush of bets on McCririck slashing his odds to 8-1. DJ Lisa I'Anson is the outsider with odds of 40-1, while Jackie Stallone, who joined the house on Monday, is also one of the less popular housemates at 20-1. The first eviction of the series has now been postponed after Greer's exit unexpectedly reduced the number of competitors. The eight remaining contestants are competing for a £50,000 prize, to be donated to the charity of their choice, if they survive a series of public votes. For every 50p vote cast by viewers by telephone or text during the programme's run, 9p will go to a tsunami charity appeal.
",entertainment
373,"JP Morgan admits US slavery links Thousands of slaves were accepted as collateral for loans by two banks that later became part of JP Morgan Chase. The admission is part of an apology sent to JP Morgan staff after the bank researched its links to slavery in order to meet legislation in Chicago. Citizens Bank and Canal Bank are the two lenders that were identified. They are now closed, but were linked to Bank One, which JP Morgan bought last year. About 13,000 slaves were used as loan collateral between 1831 and 1865. Because of defaults by plantation owners, Citizens and Canal ended up owning about 1,250 slaves. ""We all know slavery existed in our country, but it is quite different to see how our history and the institution of slavery were intertwined,"" JP Morgan chief executive William Harrison and chief operating officer James Dimon said in the letter. ""Slavery was tragically ingrained in American society, but that is no excuse."" ""We apologise to the African-American community, particularly those who are descendants of slaves, and to the rest of the American public for the role that Citizens Bank and Canal Bank played."" ""The slavery era was a tragic time in US history and in our company's history."" JP Morgan said that it was setting up a $5m scholarship programme for students living in Louisiana, the state where the events took place. The bank said that it is a ""very different company than the Citizens and Canal Banks of the 1800s"".
",business
374,"Can Yahoo dominate next decade? Yahoo has reached the grand old age of 10 and, in internet years, that is a long time. For many, Yahoo remains synonymous with the internet - a veteran that managed to ride the dot-com wave and the subsequent crash and maintain itself as one of the web's top brands. But for others there is another, newer net icon threatening to overshadow Yahoo in the post dot-com world - Google. The veteran and the upstart have plenty in common - Yahoo was the first internet firm to offer initial public shares and Google was arguably the most watched IPO (Initial Public Offering) of the post-dot-com era. Both began life as search engines although in 2000, when Yahoo chose Google to power its search facility while it concentrated on its web portal business, it was very much Yahoo that commanded press attention. In recent years, the column inches have stacked up in Google's favour as the search engine also diversifies with the launch of services such as Gmail, its shopping channel Froogle and Google News. For Jupiter analyst Olivier Beauvillain, Yahoo's initial decision to put its investment on search on hold was an error. ""Yahoo was busy building a portal and while it was good to diversify they made a big mistake in outsourcing search to Google,"" he said ""They thought Google would just be a technology provider but it has become a portal in its own right and a direct competitor,"" he added. He believes Yahoo failed to see how crucial search would become to internet users, something it has rediscovered in recent years. ""It is interesting that in these last few years, it has refocused on search following the success of Google,"" he said. But for Allen Weiner, a research director at analyst firm Gartner and someone who has followed Yahoo's progress since the early years, the future of search is not going to be purely about the technology powering it. ""Search technology is valuable but the next generation of search is going to be about premium content and the interface that users have to that content,"" he said. He believes the rivalry between Google and Yahoo is overblown and instead thinks the real battle is going to be between Yahoo and MSN. It is a battle that Yahoo is currently winning, he believes. ""Microsoft has amazing assets including software capability and a global name but it has yet to show me it can create a rival product to Yahoo,"" he said. He is convinced Yahoo remains the single most important brand on the world wide web. ""I believe Yahoo is the seminal brand on the web. If you are looking for a text book definition of web portal then Yahoo is it,"" he said. It has achieved this dominance, Mr Weiner believes, by a canny combination of acquisitions such as that of Inktomi and Overture, and by avoiding direct involvement in either content creation or internet access. That is not to say that Yahoo hasn't had its dark days. When the dot-com bubble burst, it lost one-third of its revenue in a single year, bore a succession of losses and saw its market value fall from a peak of $120bn to $4.6bn at one point. Crucial to its survival was the decision to replace chief executive Tim Koogle with Terry Semel in May 2001, thinks Mr Weiner. His business savvy, coupled with the technical genius of founder Jerry Yang has proved a winning combination, he says. So as the internet giant emerges from its first decade as a survivor, how will it fare as it enters its teenage years? ""The game is theirs to lose and MSN is the only one that stands in the way of Yahoo's domination,"" predicted Mr Weiner. Nick Hazel, Yahoo's head of consumer services in the UK, thinks the fact that Yahoo has grown up with the first wave of the internet generation will stand it in good stead. Search will be a key focus as will making Yahoo Messenger available on mobiles, forging new broadband partnerships such as that with BT in the UK and continuing to provide a range of services beyond the desktop, he says. Mr Weiner thinks Yahoo's vision of becoming the ultimate gateway to the web will move increasing towards movies and television as more and more people get broadband access. ""It will spread its portal wings to expand into rich media,"" he predicts.
",tech
375,"Amnesty chief laments war failure The lack of public outrage about the war on terror is a powerful indictment of the failure of human rights groups, Amnesty International's chief has said. In a lecture at the London School of Economics, Irene Khan said human rights had been flouted in the name of security since 11 September, 2001. She said the human rights movement had to use simpler language both to prevent scepticism and spread a moral message. And it had to fight poverty, not just focus on political rights for elites. Ms Khan highlighted detentions without trial, including those at the US camp at Guantanamo Bay in Cuba, and the abuse of prisoners as evidence of increasing human rights problems. ""What's a new challenge is the way in which this age-old debate on security and human rights has been translated into the language of war,"" she said. ""By using the language of war, human rights are being sidelined because we know human rights do not apply in times of war."" Ms Khan said such breaches were infectious and were now seen in almost very major country in the world. ""The human rights movement faces a crisis of faith in the value of human rights,"" she said. That was accompanied by a crisis of governance, where the United Nations system did not seem able to hold countries to account. The Amnesty secretary-general said a growing gap between the perceived influence of human rights group and what they could actually achieve was fuelling scepticism. ""Public passivity on the war against terror is the single most powerful indictment on the failures of human rights groups,"" she said. Ms Khan said the movement had failed to mobilise public outrage about what was happening to the human rights system. There needed to be a drive to use simpler language, talking about the basic morality of the issues rather than the complexity of legal processes. Such efforts could make the issues more relevant to people across the world, she said. The human rights groups also had to recognise there were new groups which had to be tackled in new ways as power dripped away from state governments. Al-Qaeda, for example, was not going to be impressed by a traditional Amnesty letter writing campaign. More also needed to be done to develop a human rights framework for international business corporations. Amnesty International members voted in 2001 to extend the organisation's work from political and civil rights to cover social and economic rights too. Ms Khan said the human rights movement would make itself irrelevant if it turned away from the suffering caused by economic strife. ""We would be an elitist bunch working for the elites, for those who cannot read the newspaper of their choice rather than those who cannot read,"" she said. Despite her concerns, Ms Khan dubbed herself a ""hope-monger"", saying she was confident the passions of the human rights movement could overcome the new challenges.
",politics
376,"Grammys honour soul star Charles The memory of soul legend Ray Charles dominated the music world's leading music ceremony on Sunday as he was given eight posthumous Grammy Awards. Charles, who died in 2004, got honours including record and album of the year, while Alicia Keys and actor Jamie Foxx performed a musical tribute to him. R&B star Keys won four awards herself at the Grammy ceremony in Los Angeles. U2, Usher, Norah Jones and Kanye West got three each. West led the race going into the ceremony with 10 nominations. Charles' last album, Genius Loves Company, a collection of duets that has sold more than two million copies, was named album of the year and best pop vocal album. His song Here We Go Again with Norah Jones won record of the year and best pop vocal collaboration, while Heaven Help Us All with Gladys Knight picked up best gospel performance. Jones said: ""I'm glad he's getting recognised, because of who he is and how much I love him."" Actor Jamie Foxx - who is nominated for an Oscar for playing Charles in the hit movie Ray - dedicated a rendition of Georgia on My Mind to ""old friends"". Keys, looking to replicate her Grammys success of 2002, when she won five, picked up best R&B song for You Don't Know My Name and best R&B album for The Diary of Alicia Keys. She also shared the award for best R&B vocal performance by a duo or group with Usher for My Boo. Usher's other victories were for best contemporary R&B album for Confessions and best rap/sung collaboration for Yeah!, featuring Lil Jon and Ludacris. Kanye West dominated the rap categories, winning best rap song for Jesus Walks and best rap album for The College Dropout. But in one of the night's biggest shocks, he lost out in the battle to be named best new artist to pop rock act Maroon 5. Vertigo by rock giants U2 won three trophies - best rock song, best short video and best rock vocal performance by a duo or group. One of the other main awards, song of the year, went to US singer-songwriter John Mayer for Daughters. Mayer also won best male pop vocal performance. Britney Spears picked up her first ever Grammy for her song Toxic, which was named best dance recording. Rod Stewart also won the first Grammy of his career, getting the best traditional pop album award for Stardust... The Great American Songbook: Volume III. In 2003, Stewart said he was ""astounded"" he had never won a Grammy - but ""they tend not to give it to the British unless you're Sting"". There were few other high-profile British victors this year. Annie Lennox, metal group Motorhead and dance act Basement Jaxx all took home trophies. But Elvis Costello, who had four nominations, and Joss Stone and Franz Ferdinand, who were both up for three awards, got nothing. Beach Boys veteran Brian Wilson was another first-time winner - for best rock instrumental performance. ""It represents triumph and achievement in music that I feel that I deserved, and I'm really glad I won,"" he said. A live recording of composer John Adams' 11 September tribute, On the Transmigration of Souls, performed by the New York Philharmonic, won three classical prizes. And former US President Bill Clinton picked up the second Grammy of his career, winning the spoken word award for the audio version of his autobiography My Life.
",entertainment
377,"Iraq advice claim sparks new row The Tories say ministers must respond in Parliament to claims that the legal advice used to justify the Iraq war was drawn up at Number 10. Downing Street has denied the claims, made in a new book about the Attorney General Lord Goldsmith's advice. Lord Goldsmith also denied them, saying he was not ""leaned on"" in any way. But the Conservatives and Liberal Democrats say they want the publication of the full legal advice given by the Attorney General. The government has consistently refused to publish Lord Goldsmith's advice on the legality of the war - saying such papers have always been kept confidential. But a short statement about Lord Goldsmith's position was presented in a written parliamentary answer on 17 March 2003 - just before a crucial Commons vote on the military action. It said it was ""plain"" Iraq continued to be in material breach of UN resolution 1441. In his new book, Lawless World, Philippe Sands, a QC and international law professor, suggests the parliamentary answer was written in Downing Street. According to Mr Sands, Lord Goldsmith had warned Tony Blair in a document on 7 March 2003 that the use of force against Iraq could be illegal and that it would have been safer to seek a second UN resolution sanctioning military action. Mr Sands told Newsnight the government had prepared a legal team to be able to defend its case, in case legal action was taken against the UK over the war. On 10 March, military chiefs reportedly asked for an unequivocal statement about the legality of the war to make sure troops could be defended in a court of law. The book, being serialised in the Guardian newspaper, says on 13 March Lord Goldsmith met then Home Office Minister Lord Falconer and Downing Street adviser Baroness Morgan. ""After that Downing Street proceeded to set out his [Lord Goldsmith's] view in a parliamentary answer which was then published on 17 March,"" said Mr Sands. Tory leader Michael Howard reiterated calls for the publication of the full legal advice given by the Attorney General, warning: ""This issue will not go away."" ""These revelations throw an intensive spotlight on to the cavalier way in which this government operates - even on an issue as important as peace and war. ""The government needs to act to restore public confidence and trust."" Liberal Democrat foreign affairs spokesman Menzies Campbell repeated his party's calls for Lord Goldsmith's first piece of legal advice to be made public. ""The public interest, which the government claims justifies non-publication of the whole of the advice, can only be served now by the fullest disclosure."" In a statement to Newsnight, Lord Goldsmith said: ""In my parliamentary answer on March 17 2003, I explained my genuinely held independent view, that military action was lawful under the existing Security Council resolutions. ""It was certainly not a view that I expressed as a result of being leaned on in any way, nor as I have already made clear, was it written by or at Number 10."" The prime minister's official spokesman also rejected the claims, saying: ""The attorney general made it clear the words and the judgement were his."" But ex-foreign secretary Robin Cook says all the advice should now be published. He said the claims suggested Parliament had only received a pr&#233;cis of Lord Goldsmith's second opinion - and that it was actually drafted in No 10. This would be wrong even if Lord Goldsmith had signed the statement, Mr Cook said, because the attorney general's advice should be an ""independent legal opinion"", not subject to ""political negotiation of this kind"".
",politics
378,"Mogul Wilson backing UK rap band Tony Wilson, the music mogul who established the influential Factory Records in the 1980s, is to launch a new label - convinced he has discovered his ""third major band"". Factory were the label of both Joy Division - who became New Order after singer Ian Curtis committed suicide - and the Happy Mondays. Now Wilson believes rap act Raw T - signed to his F4 label, the fourth incarnation of Factory - will ""complete the hat-trick"". ""Suddenly, when Raw T came into my life, I realised they are my third major band,"" he told BBC World Service's The Music Biz programme. The group are set to release their first single on 21 February, and follow it up with an album, Realise And Witness, in March. Wilson has twice tried to resurrect Factory - which lasted for 14 years before folding - but conceded these efforts had been ""despondent and dismal experiences"". But it has not put him off. ""Of all the things I do in my life the most exciting thing I've ever done, and the thing I have most loved, is being part of a record company,"" he added. ""The idea of working with brilliant young musicians, and being close to the centre of popular culture, is just the biggest thrill in my life."" Wilson explained how his son persuaded him to go and see Raw T, but he had initially been reluctant saying he ""detested"" young British people rapping. ""It's always inauthentic, it's always crass, it never really works for me,"" he said. ""I went to see this group, Raw T - which stands for Realise And Witness Talent - and like everyone else in the room that night, we were utterly blown away."" Wilson believes Raw T could be ""to F4 as Joy Division were to Factory records"". The story of Factory records - which also owned the legendary Hacienda club in Manchester - was told in the Michael Winterbottom film 24 Hour Party People, in which Wilson was played by Steve Coogan. Wilson stressed that the independent music scene remained ""as important"" as it had been during the 1980s, when labels such as Factory and Rough Trade proliferated. He pointed out that Franz Ferdinand and The White Stripes - ""perhaps the two most important bands since the millennium"" - were signed to indies. ""I think that is a reflection of how useful and how powerful the indie philosophy is, and how bands prefer it,"" he added. ""They can make more money that way - it's a more generous relationship, and also it's a more understanding relationship. ""I think independents are in a wonderful position at this moment in time.""
",entertainment
379,"Brookside actress Keaveney dies Actress Anna Keaveney, who appeared in Brookside, My Family and A Touch of Frost, has died of lung cancer aged 55. Keaveney, who played Brookside's Marie Jackson when the Channel 4 soap began in 1982, died on Saturday. Born in Runcorn, Cheshire, she also starred in numerous films including 1989's Shirley Valentine. She played Nellie in Mike Leigh's latest film Vera Drake, which won the Golden Lion prize for best film at this year's Venice Film Festival. And most recently she appeared alongside Richard Wilson in ITV's King of Fridges and with Martin Clunes in Doc Martin. Other TV appearances included the part of Matron in ITV drama Footballers' Wives and a cameo role as Tom Farrell's mother Sheila in BBC comedy Gimme Gimme Gimme. Keaveney's career also included stage performances in Neaptide for the National Theatre, Private Lives and The Rise and Fall of Little Voice. The actress died in hospital. Her agent Barry Brown said: ""Anna was due to have had another operation on Friday but unfortunately she was too weak.""
",entertainment
